Nodo,Datos
498,"{'ID': 498, 'Marca': 'Huawei', 'Modelo': 'yoqqpv', 'Puertos': 35, 'Ubicacion': (77.04745223861298, 51.006060487971226), 'AnchoDeBanda': 413}"
499,"{'ID': 499, 'Marca': 'Pulse Secure', 'Modelo': 'Eu1fw2', 'Puertos': 23, 'Ubicacion': (62.275026755417585, 69.0426991231593), 'AnchoDeBanda': 964}"
500,"{'ID': 500, 'Marca': 'Pulse Secure', 'Modelo': 'larjDB', 'Puertos': 48, 'Ubicacion': (54.63599503757065, 35.07978710339963), 'AnchoDeBanda': 373}"
501,"{'ID': 501, 'Marca': 'Check Point', 'Modelo': 'GfYcUN', 'Puertos': 11, 'Ubicacion': (55.99406037739271, 96.22336625774089), 'AnchoDeBanda': 886}"
502,"{'ID': 502, 'Marca': 'Zyxel', 'Modelo': 'mC5ydB', 'Puertos': 49, 'Ubicacion': (87.89839173972989, 37.19330155213768), 'AnchoDeBanda': 27}"
503,"{'ID': 503, 'Marca': 'Zyxel', 'Modelo': 'lcfoZa', 'Puertos': 11, 'Ubicacion': (21.377957335924748, 16.666135108343248), 'AnchoDeBanda': 905}"
504,"{'ID': 504, 'Marca': 'Riverbed Technology', 'Modelo': 'AXxoqD', 'Puertos': 44, 'Ubicacion': (78.58634127174898, 65.88177471795613), 'AnchoDeBanda': 897}"
505,"{'ID': 505, 'Marca': 'Ruckus Networks', 'Modelo': 'AwYpx3', 'Puertos': 37, 'Ubicacion': (77.28620474167168, 88.66092177410341), 'AnchoDeBanda': 802}"
506,"{'ID': 506, 'Marca': 'TP-Link', 'Modelo': 't0riEA', 'Puertos': 23, 'Ubicacion': (31.872793518665997, 14.918399513829083), 'AnchoDeBanda': 292}"
507,"{'ID': 507, 'Marca': 'Aruba Networks', 'Modelo': 'cwdGSF', 'Puertos': 33, 'Ubicacion': (96.4178463335071, 8.544544320258396), 'AnchoDeBanda': 715}"
508,"{'ID': 508, 'Marca': 'Huawei', 'Modelo': 'eccwnQ', 'Puertos': 45, 'Ubicacion': (51.851830843475945, 98.92610285259732), 'AnchoDeBanda': 356}"
509,"{'ID': 509, 'Marca': 'Aruba Networks', 'Modelo': 'XTVK3X', 'Puertos': 7, 'Ubicacion': (86.53256956513829, 4.995369570819442), 'AnchoDeBanda': 376}"
510,"{'ID': 510, 'Marca': 'Check Point', 'Modelo': 'ddgGk7', 'Puertos': 48, 'Ubicacion': (36.60064575654815, 9.05267042854312), 'AnchoDeBanda': 154}"
511,"{'ID': 511, 'Marca': 'HP', 'Modelo': 'BMvCN8', 'Puertos': 10, 'Ubicacion': (33.391416152451306, 52.87793684283953), 'AnchoDeBanda': 691}"
512,"{'ID': 512, 'Marca': 'Ubiquiti Networks', 'Modelo': 'pjuDwJ', 'Puertos': 12, 'Ubicacion': (56.55966070907804, 66.47294711897727), 'AnchoDeBanda': 747}"
513,"{'ID': 513, 'Marca': 'Avaya', 'Modelo': 'rFNeyt', 'Puertos': 7, 'Ubicacion': (11.271168152389688, 29.682672992531277), 'AnchoDeBanda': 293}"
514,"{'ID': 514, 'Marca': 'Huawei', 'Modelo': 'dM4kxe', 'Puertos': 16, 'Ubicacion': (34.32731972947251, 34.92732751348853), 'AnchoDeBanda': 939}"
515,"{'ID': 515, 'Marca': 'Avaya', 'Modelo': 'oKR4No', 'Puertos': 14, 'Ubicacion': (17.826884907467633, 95.16743116825947), 'AnchoDeBanda': 308}"
516,"{'ID': 516, 'Marca': 'Riverbed Technology', 'Modelo': 'PGxd3V', 'Puertos': 27, 'Ubicacion': (63.40007555961069, 2.5638231425417213), 'AnchoDeBanda': 198}"
517,"{'ID': 517, 'Marca': 'Ruckus Networks', 'Modelo': 'YqFzzC', 'Puertos': 14, 'Ubicacion': (36.68093119815865, 58.38185489087978), 'AnchoDeBanda': 549}"
518,"{'ID': 518, 'Marca': 'HP', 'Modelo': 'LSlcgs', 'Puertos': 43, 'Ubicacion': (98.77441773683215, 16.170809185761147), 'AnchoDeBanda': 688}"
519,"{'ID': 519, 'Marca': 'Ruckus Networks', 'Modelo': '7pfv5a', 'Puertos': 15, 'Ubicacion': (41.82778838511039, 18.532199951859152), 'AnchoDeBanda': 688}"
520,"{'ID': 520, 'Marca': 'Ruckus Networks', 'Modelo': 'B8wtPy', 'Puertos': 43, 'Ubicacion': (25.05743499645099, 57.34737171752165), 'AnchoDeBanda': 618}"
521,"{'ID': 521, 'Marca': 'Avaya', 'Modelo': 'aU84BG', 'Puertos': 38, 'Ubicacion': (7.6904495001796525, 44.87946556604127), 'AnchoDeBanda': 829}"
522,"{'ID': 522, 'Marca': 'Check Point', 'Modelo': 'HCDi6e', 'Puertos': 24, 'Ubicacion': (19.543220499160853, 97.66553717692058), 'AnchoDeBanda': 471}"
523,"{'ID': 523, 'Marca': 'Juniper Networks', 'Modelo': 'TySpPm', 'Puertos': 29, 'Ubicacion': (20.910738135046515, 16.586563168516342), 'AnchoDeBanda': 972}"
524,"{'ID': 524, 'Marca': 'Juniper Networks', 'Modelo': 'P1rD4z', 'Puertos': 11, 'Ubicacion': (46.54706555438549, 31.917397554963745), 'AnchoDeBanda': 732}"
525,"{'ID': 525, 'Marca': 'Netgear', 'Modelo': 'EoAHzH', 'Puertos': 36, 'Ubicacion': (57.22089483254364, 1.1898597299627833), 'AnchoDeBanda': 125}"
526,"{'ID': 526, 'Marca': 'Check Point', 'Modelo': 'capavE', 'Puertos': 5, 'Ubicacion': (23.40147451259914, 51.96763724420671), 'AnchoDeBanda': 121}"
527,"{'ID': 527, 'Marca': 'Pulse Secure', 'Modelo': 'RlDlow', 'Puertos': 44, 'Ubicacion': (27.836687188995647, 46.58211434770191), 'AnchoDeBanda': 434}"
528,"{'ID': 528, 'Marca': 'TP-Link', 'Modelo': 'gFavD7', 'Puertos': 34, 'Ubicacion': (96.31498460766966, 23.744233377446022), 'AnchoDeBanda': 931}"
529,"{'ID': 529, 'Marca': 'Zyxel', 'Modelo': 'UTiApU', 'Puertos': 20, 'Ubicacion': (71.19313489239293, 49.68056214376247), 'AnchoDeBanda': 270}"
530,"{'ID': 530, 'Marca': 'Aruba Networks', 'Modelo': 'D8TYXA', 'Puertos': 13, 'Ubicacion': (53.37430920877493, 84.43887981861423), 'AnchoDeBanda': 301}"
531,"{'ID': 531, 'Marca': 'Aruba Networks', 'Modelo': 'bL3RPm', 'Puertos': 36, 'Ubicacion': (16.041870574834338, 33.036829264780174), 'AnchoDeBanda': 187}"
532,"{'ID': 532, 'Marca': 'Check Point', 'Modelo': 'CS1foW', 'Puertos': 34, 'Ubicacion': (38.90517980360085, 65.65334670134844), 'AnchoDeBanda': 219}"
533,"{'ID': 533, 'Marca': 'FireEye', 'Modelo': 'KZDEGL', 'Puertos': 24, 'Ubicacion': (14.80320674598632, 39.43083704070144), 'AnchoDeBanda': 653}"
534,"{'ID': 534, 'Marca': 'Pulse Secure', 'Modelo': 'UxMKh6', 'Puertos': 15, 'Ubicacion': (10.821994593894813, 82.54007634390304), 'AnchoDeBanda': 752}"
535,"{'ID': 535, 'Marca': 'Juniper Networks', 'Modelo': 'I9dnEh', 'Puertos': 9, 'Ubicacion': (52.262568121111464, 32.12223949999854), 'AnchoDeBanda': 359}"
536,"{'ID': 536, 'Marca': 'Ruckus Networks', 'Modelo': 'YGw3sm', 'Puertos': 10, 'Ubicacion': (19.676251925445243, 80.16307113420777), 'AnchoDeBanda': 255}"
537,"{'ID': 537, 'Marca': 'Zyxel', 'Modelo': '1P6VJd', 'Puertos': 8, 'Ubicacion': (32.537860756722345, 90.13732267711461), 'AnchoDeBanda': 258}"
538,"{'ID': 538, 'Marca': 'Ubiquiti Networks', 'Modelo': 'waLgzw', 'Puertos': 31, 'Ubicacion': (50.49271796344351, 21.302222087966605), 'AnchoDeBanda': 955}"
539,"{'ID': 539, 'Marca': 'Huawei', 'Modelo': 'w2tJnh', 'Puertos': 20, 'Ubicacion': (34.971304856225274, 24.81209941503216), 'AnchoDeBanda': 401}"
540,"{'ID': 540, 'Marca': 'TP-Link', 'Modelo': 'WdH97h', 'Puertos': 25, 'Ubicacion': (93.66034483562669, 10.19926331353006), 'AnchoDeBanda': 170}"
541,"{'ID': 541, 'Marca': 'Check Point', 'Modelo': 'xXAzbJ', 'Puertos': 6, 'Ubicacion': (69.2612959139614, 75.331568196885), 'AnchoDeBanda': 835}"
542,"{'ID': 542, 'Marca': 'F5 Networks', 'Modelo': 'nB6cuo', 'Puertos': 14, 'Ubicacion': (59.683751608605654, 28.175637383510733), 'AnchoDeBanda': 992}"
543,"{'ID': 543, 'Marca': 'Avaya', 'Modelo': 'o3mUpv', 'Puertos': 37, 'Ubicacion': (64.18382700198336, 57.016078751157906), 'AnchoDeBanda': 46}"
544,"{'ID': 544, 'Marca': 'FireEye', 'Modelo': '4v38Rk', 'Puertos': 37, 'Ubicacion': (10.075322318823998, 69.73084285257718), 'AnchoDeBanda': 651}"
545,"{'ID': 545, 'Marca': 'Zyxel', 'Modelo': 'ay9irT', 'Puertos': 24, 'Ubicacion': (57.09730294438271, 50.25704310601162), 'AnchoDeBanda': 371}"
546,"{'ID': 546, 'Marca': 'Check Point', 'Modelo': 'uBfCqn', 'Puertos': 7, 'Ubicacion': (61.712680739302805, 70.4269146205395), 'AnchoDeBanda': 729}"
547,"{'ID': 547, 'Marca': 'FireEye', 'Modelo': 'vz3ev4', 'Puertos': 6, 'Ubicacion': (60.59763877517732, 69.06743386358033), 'AnchoDeBanda': 176}"
548,"{'ID': 548, 'Marca': 'Cisco', 'Modelo': '1SDIN0', 'Puertos': 43, 'Ubicacion': (80.87793683930052, 66.79369429442654), 'AnchoDeBanda': 284}"
549,"{'ID': 549, 'Marca': 'Ruckus Networks', 'Modelo': 'Y9wvKD', 'Puertos': 50, 'Ubicacion': (91.59496123673644, 5.485727991377365), 'AnchoDeBanda': 576}"
550,"{'ID': 550, 'Marca': 'Pulse Secure', 'Modelo': 'lOW70t', 'Puertos': 28, 'Ubicacion': (33.36400794323221, 36.612379612126446), 'AnchoDeBanda': 295}"
551,"{'ID': 551, 'Marca': 'Huawei', 'Modelo': 'KZqfPY', 'Puertos': 39, 'Ubicacion': (94.018616908892, 7.376102499855664), 'AnchoDeBanda': 441}"
552,"{'ID': 552, 'Marca': 'Avaya', 'Modelo': 'mZMdV3', 'Puertos': 46, 'Ubicacion': (59.160785584151185, 62.92399095993733), 'AnchoDeBanda': 667}"
553,"{'ID': 553, 'Marca': 'TP-Link', 'Modelo': 'ngdMo5', 'Puertos': 30, 'Ubicacion': (11.486079534162252, 38.41414093473011), 'AnchoDeBanda': 484}"
554,"{'ID': 554, 'Marca': 'Juniper Networks', 'Modelo': 'DvtKeZ', 'Puertos': 16, 'Ubicacion': (11.64415226114317, 61.655222754659064), 'AnchoDeBanda': 563}"
555,"{'ID': 555, 'Marca': 'Pulse Secure', 'Modelo': 'VY8CEa', 'Puertos': 23, 'Ubicacion': (9.698032251061594, 22.508545696258686), 'AnchoDeBanda': 208}"
556,"{'ID': 556, 'Marca': 'TP-Link', 'Modelo': 'VKdhLQ', 'Puertos': 7, 'Ubicacion': (23.64311120806616, 85.82677277072476), 'AnchoDeBanda': 12}"
557,"{'ID': 557, 'Marca': 'Pulse Secure', 'Modelo': 'BBjiwz', 'Puertos': 35, 'Ubicacion': (71.97298813075648, 49.199312014001606), 'AnchoDeBanda': 12}"
558,"{'ID': 558, 'Marca': 'Pulse Secure', 'Modelo': 'JeYhIv', 'Puertos': 31, 'Ubicacion': (26.410758396154154, 72.6461189499493), 'AnchoDeBanda': 749}"
559,"{'ID': 559, 'Marca': 'Barracuda Networks', 'Modelo': 'FY2OuL', 'Puertos': 9, 'Ubicacion': (80.68518781000617, 45.15674813212459), 'AnchoDeBanda': 481}"
560,"{'ID': 560, 'Marca': 'Zyxel', 'Modelo': 'vsvTh9', 'Puertos': 36, 'Ubicacion': (91.30248941518543, 96.3944333133187), 'AnchoDeBanda': 170}"
561,"{'ID': 561, 'Marca': 'Netgear', 'Modelo': 'O5nf1I', 'Puertos': 33, 'Ubicacion': (4.812954840931893, 8.019872717735998), 'AnchoDeBanda': 210}"
562,"{'ID': 562, 'Marca': 'Ruckus Networks', 'Modelo': 'lM2DY7', 'Puertos': 49, 'Ubicacion': (51.24037647066366, 95.86538789015083), 'AnchoDeBanda': 106}"
563,"{'ID': 563, 'Marca': 'FireEye', 'Modelo': 'hBtikU', 'Puertos': 18, 'Ubicacion': (64.0553141357381, 2.2186792125666877), 'AnchoDeBanda': 467}"
564,"{'ID': 564, 'Marca': 'Aruba Networks', 'Modelo': 'hb1GvB', 'Puertos': 26, 'Ubicacion': (24.977240967662095, 82.75646419515506), 'AnchoDeBanda': 69}"
565,"{'ID': 565, 'Marca': 'Zyxel', 'Modelo': 'lfOR12', 'Puertos': 34, 'Ubicacion': (13.067984235122543, 70.53647321683046), 'AnchoDeBanda': 468}"
566,"{'ID': 566, 'Marca': 'Dell', 'Modelo': 'v6GCqO', 'Puertos': 28, 'Ubicacion': (32.91112332207567, 28.126500054793745), 'AnchoDeBanda': 883}"
567,"{'ID': 567, 'Marca': 'Avaya', 'Modelo': 'I97G16', 'Puertos': 34, 'Ubicacion': (55.43452478791935, 76.75487487909857), 'AnchoDeBanda': 295}"
568,"{'ID': 568, 'Marca': 'Juniper Networks', 'Modelo': 'KsFjDc', 'Puertos': 35, 'Ubicacion': (10.72919348561282, 35.32107211357655), 'AnchoDeBanda': 397}"
569,"{'ID': 569, 'Marca': 'TP-Link', 'Modelo': 'TSw0W1', 'Puertos': 45, 'Ubicacion': (79.01125352670728, 49.8651973362074), 'AnchoDeBanda': 861}"
570,"{'ID': 570, 'Marca': 'TP-Link', 'Modelo': '7YVfdG', 'Puertos': 31, 'Ubicacion': (52.32397380776225, 88.22753502070513), 'AnchoDeBanda': 399}"
571,"{'ID': 571, 'Marca': 'Dell', 'Modelo': 'GWlK8C', 'Puertos': 19, 'Ubicacion': (83.5531531474564, 12.09461679557874), 'AnchoDeBanda': 705}"
572,"{'ID': 572, 'Marca': 'TP-Link', 'Modelo': 'bVvbPq', 'Puertos': 50, 'Ubicacion': (75.85905611998412, 18.30636714097944), 'AnchoDeBanda': 353}"
573,"{'ID': 573, 'Marca': 'Cisco', 'Modelo': 'cMpMbc', 'Puertos': 35, 'Ubicacion': (65.25637587667882, 28.070009777045502), 'AnchoDeBanda': 71}"
574,"{'ID': 574, 'Marca': 'Riverbed Technology', 'Modelo': 'Kpq4ca', 'Puertos': 41, 'Ubicacion': (82.88207159709893, 25.89752446421496), 'AnchoDeBanda': 33}"
575,"{'ID': 575, 'Marca': 'Pulse Secure', 'Modelo': 'OaSWjk', 'Puertos': 24, 'Ubicacion': (47.2121577160015, 36.723253184822845), 'AnchoDeBanda': 590}"
576,"{'ID': 576, 'Marca': 'F5 Networks', 'Modelo': 'ePXCD2', 'Puertos': 43, 'Ubicacion': (48.13634753128184, 85.88796352923063), 'AnchoDeBanda': 711}"
577,"{'ID': 577, 'Marca': 'Check Point', 'Modelo': 'xCkxH4', 'Puertos': 10, 'Ubicacion': (87.20450508216369, 59.317848407274354), 'AnchoDeBanda': 813}"
578,"{'ID': 578, 'Marca': 'Ubiquiti Networks', 'Modelo': '192q8Q', 'Puertos': 29, 'Ubicacion': (16.11082556851251, 69.12022213336098), 'AnchoDeBanda': 301}"
579,"{'ID': 579, 'Marca': 'Zyxel', 'Modelo': 'xqoRRi', 'Puertos': 29, 'Ubicacion': (51.52564942716676, 91.97761851514043), 'AnchoDeBanda': 137}"
580,"{'ID': 580, 'Marca': 'Cisco', 'Modelo': 'b8TaB5', 'Puertos': 6, 'Ubicacion': (51.40013398189139, 15.659213430293196), 'AnchoDeBanda': 804}"
581,"{'ID': 581, 'Marca': 'HP', 'Modelo': 'lSV30Y', 'Puertos': 42, 'Ubicacion': (20.137599818589248, 75.14114909244876), 'AnchoDeBanda': 614}"
582,"{'ID': 582, 'Marca': 'FireEye', 'Modelo': 'GBpE8K', 'Puertos': 32, 'Ubicacion': (89.0845654043075, 31.255325454821815), 'AnchoDeBanda': 591}"
583,"{'ID': 583, 'Marca': 'Huawei', 'Modelo': 'RjjEGj', 'Puertos': 29, 'Ubicacion': (65.33421878228775, 43.85331084188121), 'AnchoDeBanda': 854}"
584,"{'ID': 584, 'Marca': 'F5 Networks', 'Modelo': 'DH6uMk', 'Puertos': 46, 'Ubicacion': (47.03028101759903, 91.76924834032889), 'AnchoDeBanda': 785}"
585,"{'ID': 585, 'Marca': 'F5 Networks', 'Modelo': 'uvqlHg', 'Puertos': 41, 'Ubicacion': (25.998458272069, 87.2197184793146), 'AnchoDeBanda': 834}"
586,"{'ID': 586, 'Marca': 'Netgear', 'Modelo': 'XUOmt4', 'Puertos': 30, 'Ubicacion': (11.608003148873813, 69.73781620223565), 'AnchoDeBanda': 346}"
587,"{'ID': 587, 'Marca': 'TP-Link', 'Modelo': '9A8S3C', 'Puertos': 24, 'Ubicacion': (40.144731156609566, 51.63017528909363), 'AnchoDeBanda': 952}"
588,"{'ID': 588, 'Marca': 'Zyxel', 'Modelo': 'G0EiQs', 'Puertos': 46, 'Ubicacion': (54.70067679745206, 6.485554024957008), 'AnchoDeBanda': 46}"
589,"{'ID': 589, 'Marca': 'Aruba Networks', 'Modelo': 'crOrgy', 'Puertos': 30, 'Ubicacion': (10.17602091415677, 66.22521347062397), 'AnchoDeBanda': 2}"
590,"{'ID': 590, 'Marca': 'Barracuda Networks', 'Modelo': 'oK6Zca', 'Puertos': 46, 'Ubicacion': (86.40008580329986, 71.33702496072165), 'AnchoDeBanda': 95}"
591,"{'ID': 591, 'Marca': 'TP-Link', 'Modelo': '4ciLr4', 'Puertos': 47, 'Ubicacion': (42.902704968524134, 64.36560448640927), 'AnchoDeBanda': 92}"
592,"{'ID': 592, 'Marca': 'Aruba Networks', 'Modelo': '7CvqXR', 'Puertos': 42, 'Ubicacion': (12.282645128291758, 76.08814182121262), 'AnchoDeBanda': 43}"
593,"{'ID': 593, 'Marca': 'FireEye', 'Modelo': 'hppWOf', 'Puertos': 10, 'Ubicacion': (67.13531420503107, 63.11681586659208), 'AnchoDeBanda': 35}"
594,"{'ID': 594, 'Marca': 'Huawei', 'Modelo': 'nQlHOj', 'Puertos': 25, 'Ubicacion': (75.66872568212011, 59.50925245379417), 'AnchoDeBanda': 38}"
595,"{'ID': 595, 'Marca': 'Aruba Networks', 'Modelo': 'Uffl8g', 'Puertos': 15, 'Ubicacion': (67.96075965776276, 11.11053713686665), 'AnchoDeBanda': 22}"
596,"{'ID': 596, 'Marca': 'FireEye', 'Modelo': 'dzHVEi', 'Puertos': 14, 'Ubicacion': (98.16338521802243, 65.60632233603131), 'AnchoDeBanda': 58}"
597,"{'ID': 597, 'Marca': 'Netgear', 'Modelo': 'wYOiYA', 'Puertos': 37, 'Ubicacion': (69.94045344029531, 61.45982324900111), 'AnchoDeBanda': 68}"
598,"{'ID': 598, 'Marca': 'Avaya', 'Modelo': 'a7BMoO', 'Puertos': 5, 'Ubicacion': (82.60456669538488, 46.79636774542904), 'AnchoDeBanda': 735}"
599,"{'ID': 599, 'Marca': 'Cisco', 'Modelo': 'lshuem', 'Puertos': 16, 'Ubicacion': (75.27478949829509, 12.422205207423609), 'AnchoDeBanda': 930}"
600,"{'ID': 600, 'Marca': 'TP-Link', 'Modelo': 'xXzM1q', 'Puertos': 22, 'Ubicacion': (97.08599221542559, 61.64021531961752), 'AnchoDeBanda': 816}"
601,"{'ID': 601, 'Marca': 'Ruckus Networks', 'Modelo': '8zlDQU', 'Puertos': 32, 'Ubicacion': (74.65740686426975, 98.90669564759692), 'AnchoDeBanda': 964}"
602,"{'ID': 602, 'Marca': 'Avaya', 'Modelo': 'YwnrRe', 'Puertos': 37, 'Ubicacion': (43.883101569591446, 20.866764188564225), 'AnchoDeBanda': 151}"
603,"{'ID': 603, 'Marca': 'F5 Networks', 'Modelo': 'RrCRSs', 'Puertos': 12, 'Ubicacion': (94.20924039182276, 83.14155182849187), 'AnchoDeBanda': 847}"
604,"{'ID': 604, 'Marca': 'Huawei', 'Modelo': '065fIL', 'Puertos': 37, 'Ubicacion': (96.62992089847441, 78.67660625214627), 'AnchoDeBanda': 914}"
605,"{'ID': 605, 'Marca': 'Ubiquiti Networks', 'Modelo': '7s1kf6', 'Puertos': 9, 'Ubicacion': (37.888722649327136, 64.53456871612609), 'AnchoDeBanda': 906}"
606,"{'ID': 606, 'Marca': 'F5 Networks', 'Modelo': 'erNEae', 'Puertos': 32, 'Ubicacion': (88.03751035207338, 22.866348631640953), 'AnchoDeBanda': 754}"
607,"{'ID': 607, 'Marca': 'F5 Networks', 'Modelo': 'Nzx7f9', 'Puertos': 27, 'Ubicacion': (10.08483936795972, 17.650209304820773), 'AnchoDeBanda': 694}"
608,"{'ID': 608, 'Marca': 'Zyxel', 'Modelo': 'ID6JaT', 'Puertos': 6, 'Ubicacion': (5.047496486011626, 22.888042444407198), 'AnchoDeBanda': 891}"
609,"{'ID': 609, 'Marca': 'HP', 'Modelo': '0NiTJH', 'Puertos': 41, 'Ubicacion': (89.7787303319623, 41.11391492752422), 'AnchoDeBanda': 205}"
610,"{'ID': 610, 'Marca': 'Ubiquiti Networks', 'Modelo': 'DgxY4V', 'Puertos': 49, 'Ubicacion': (81.77550575344242, 95.66777339761539), 'AnchoDeBanda': 538}"
611,"{'ID': 611, 'Marca': 'Check Point', 'Modelo': 'NRLn10', 'Puertos': 23, 'Ubicacion': (67.05294707086004, 56.34477140564359), 'AnchoDeBanda': 911}"
612,"{'ID': 612, 'Marca': 'FireEye', 'Modelo': 'h4IIIX', 'Puertos': 32, 'Ubicacion': (20.441453099645337, 34.432076144742375), 'AnchoDeBanda': 8}"
613,"{'ID': 613, 'Marca': 'F5 Networks', 'Modelo': 'bJzRe9', 'Puertos': 10, 'Ubicacion': (11.210301444873238, 90.96720695096108), 'AnchoDeBanda': 129}"
614,"{'ID': 614, 'Marca': 'Pulse Secure', 'Modelo': 'cJtiTN', 'Puertos': 16, 'Ubicacion': (33.59969222528609, 90.3828520700222), 'AnchoDeBanda': 377}"
615,"{'ID': 615, 'Marca': 'HP', 'Modelo': 'ALa6db', 'Puertos': 21, 'Ubicacion': (95.85272205722758, 34.106396182995056), 'AnchoDeBanda': 237}"
616,"{'ID': 616, 'Marca': 'Barracuda Networks', 'Modelo': 'rB8MWV', 'Puertos': 41, 'Ubicacion': (69.11037285053351, 71.66514037566073), 'AnchoDeBanda': 886}"
617,"{'ID': 617, 'Marca': 'Ubiquiti Networks', 'Modelo': 'CLAtQn', 'Puertos': 37, 'Ubicacion': (50.16017277276279, 69.29895842859158), 'AnchoDeBanda': 731}"
618,"{'ID': 618, 'Marca': 'Pulse Secure', 'Modelo': '5l8FDY', 'Puertos': 13, 'Ubicacion': (19.178492587765295, 69.32751995638561), 'AnchoDeBanda': 557}"
619,"{'ID': 619, 'Marca': 'Check Point', 'Modelo': 'A6bqbd', 'Puertos': 42, 'Ubicacion': (83.19354815819239, 4.322514218664941), 'AnchoDeBanda': 684}"
620,"{'ID': 620, 'Marca': 'Ubiquiti Networks', 'Modelo': 'zCn3VK', 'Puertos': 7, 'Ubicacion': (34.105712252757705, 57.270928285809234), 'AnchoDeBanda': 806}"
621,"{'ID': 621, 'Marca': 'Riverbed Technology', 'Modelo': 'gumryi', 'Puertos': 49, 'Ubicacion': (1.863018929245619, 37.38148288180538), 'AnchoDeBanda': 743}"
622,"{'ID': 622, 'Marca': 'Ubiquiti Networks', 'Modelo': 'gnhYxr', 'Puertos': 26, 'Ubicacion': (2.6123063290172888, 59.77284894002967), 'AnchoDeBanda': 949}"
623,"{'ID': 623, 'Marca': 'Dell', 'Modelo': '3OTU6z', 'Puertos': 22, 'Ubicacion': (43.17037006966442, 58.12207984424783), 'AnchoDeBanda': 350}"
624,"{'ID': 624, 'Marca': 'HP', 'Modelo': 'SktIcd', 'Puertos': 39, 'Ubicacion': (72.36163416323247, 65.02742468107299), 'AnchoDeBanda': 819}"
625,"{'ID': 625, 'Marca': 'Check Point', 'Modelo': 'ooRYxi', 'Puertos': 32, 'Ubicacion': (22.031572097948327, 59.67816065408499), 'AnchoDeBanda': 171}"
626,"{'ID': 626, 'Marca': 'F5 Networks', 'Modelo': 'BAoXyd', 'Puertos': 20, 'Ubicacion': (90.50932413329434, 47.0875594428791), 'AnchoDeBanda': 311}"
627,"{'ID': 627, 'Marca': 'Riverbed Technology', 'Modelo': 'kkhRhx', 'Puertos': 24, 'Ubicacion': (26.03947808335333, 71.37765112911646), 'AnchoDeBanda': 439}"
628,"{'ID': 628, 'Marca': 'Barracuda Networks', 'Modelo': 'zutxLR', 'Puertos': 31, 'Ubicacion': (82.3449881318673, 65.29305945717269), 'AnchoDeBanda': 874}"
629,"{'ID': 629, 'Marca': 'FireEye', 'Modelo': '1ljN54', 'Puertos': 16, 'Ubicacion': (97.52111687067688, 34.170116481090695), 'AnchoDeBanda': 969}"
630,"{'ID': 630, 'Marca': 'Riverbed Technology', 'Modelo': 'SAOMUa', 'Puertos': 45, 'Ubicacion': (94.52348228737722, 22.539527306377327), 'AnchoDeBanda': 424}"
631,"{'ID': 631, 'Marca': 'FireEye', 'Modelo': 'OZIWAm', 'Puertos': 33, 'Ubicacion': (20.955284646485573, 16.046667204225784), 'AnchoDeBanda': 132}"
632,"{'ID': 632, 'Marca': 'Zyxel', 'Modelo': 'oPrpPh', 'Puertos': 40, 'Ubicacion': (13.500829429641604, 23.62843491805453), 'AnchoDeBanda': 295}"
633,"{'ID': 633, 'Marca': 'Huawei', 'Modelo': 'Zqgoen', 'Puertos': 5, 'Ubicacion': (41.27711423508866, 32.718036875012714), 'AnchoDeBanda': 459}"
634,"{'ID': 634, 'Marca': 'HP', 'Modelo': 'HOqAmi', 'Puertos': 43, 'Ubicacion': (8.921223842762382, 14.324255827484889), 'AnchoDeBanda': 287}"
635,"{'ID': 635, 'Marca': 'Cisco', 'Modelo': 'AyWqtU', 'Puertos': 7, 'Ubicacion': (64.34773176347964, 61.87301099219042), 'AnchoDeBanda': 877}"
636,"{'ID': 636, 'Marca': 'Huawei', 'Modelo': 'C2i52y', 'Puertos': 20, 'Ubicacion': (80.47907559996239, 45.02928732155398), 'AnchoDeBanda': 396}"
637,"{'ID': 637, 'Marca': 'Riverbed Technology', 'Modelo': 'cCSLY0', 'Puertos': 43, 'Ubicacion': (4.908915312320494, 7.239319090845209), 'AnchoDeBanda': 52}"
638,"{'ID': 638, 'Marca': 'Riverbed Technology', 'Modelo': '8tBdXw', 'Puertos': 35, 'Ubicacion': (55.26084958595674, 28.657435985975212), 'AnchoDeBanda': 491}"
639,"{'ID': 639, 'Marca': 'Netgear', 'Modelo': 'IOXdxF', 'Puertos': 10, 'Ubicacion': (76.452726157748, 40.97803750100037), 'AnchoDeBanda': 937}"
640,"{'ID': 640, 'Marca': 'FireEye', 'Modelo': 'oOmw0U', 'Puertos': 49, 'Ubicacion': (22.301515728681988, 50.07881872232394), 'AnchoDeBanda': 907}"
641,"{'ID': 641, 'Marca': 'Ubiquiti Networks', 'Modelo': '9B42AP', 'Puertos': 13, 'Ubicacion': (5.272947529065108, 24.68219120352514), 'AnchoDeBanda': 157}"
642,"{'ID': 642, 'Marca': 'Barracuda Networks', 'Modelo': 'MfuJj1', 'Puertos': 17, 'Ubicacion': (8.832740068056644, 15.325313700984056), 'AnchoDeBanda': 17}"
643,"{'ID': 643, 'Marca': 'Barracuda Networks', 'Modelo': 'XVHMAE', 'Puertos': 14, 'Ubicacion': (32.12215900396501, 89.51140661207468), 'AnchoDeBanda': 452}"
